"product_code","normalised_impact_score","ranked_impact_score"
350703,0.0836051405122185,182
228112,0.083206621441287,183
353797,0.0824266901591177,184
206721,0.0823542197463971,185
499537,0.0818559040452278,186
319754,0.0813474666023355,187
333825,0.0811863725259969,188
561534,0.0811171178794327,189
126745,0.0809602102410185,190
443026,0.0808868006368708,191
370905,0.0806607682753746,192
102382,0.0805843871860385,193
521292,0.0797970170167653,194
302903,0.0795572108388466,195
465956,0.0790516317544545,196
582628,0.0787057656714232,197
497892,0.0780932449558536,198
560917,0.0778776346911319,199
219960,0.0773112077867957,200
212952,0.077004317259527,201
566384,0.076551822625616,202
142283,0.0764850936411086,203
163388,0.0763847776386197,204
225397,0.0756281727949091,205
412925,0.0749489330978057,206
245060,0.074778805842994,207
85943,0.0747563537450965,208
136955,0.0746946407883403,209
225259,0.0746750091944103,210
363110,0.0745280170362589,211
608344,0.0743930458552747,212
249384,0.0743484262402165,213
242959,0.074242493473706,214
244866,0.0741680351305322,215
446068,0.0733021041698203,216
451835,0.0730325466498729,217
324694,0.0729496647008441,218
158915,0.0728091630417648,219
421296,0.072616870229389,220
193072,0.0724949169246074,221
207692,0.0724083155792147,222
222049,0.0723933961646568,223
219229,0.0718619349335596,224
530465,0.0717575545427087,225
177782,0.0716858564010035,226
239679,0.0715201849695188,227
363566,0.0713049519646244,228
458749,0.0708033433550863,229
612366,0.0705594585785341,230
492066,0.0705462000521946,231
307533,0.0701764366789918,232
573971,0.0699503728285977,233
478438,0.0699281702900774,234
332132,0.0698788804461827,235
113777,0.0698302864111499,236
588122,0.069664475704847,237
364552,0.0695663190407826,238
598583,0.0689500574157004,239
454524,0.0689018060008413,240
526857,0.0687794943370463,241
585967,0.0684604800758345,242
472514,0.0684259444607696,243
292828,0.0683225116932559,244
497198,0.0682656707160127,245
337165,0.0682190412601108,246
458806,0.0678113765251393,247
603205,0.0677153037366739,248
345107,0.0675935466843463,249
555257,0.0670612671504239,250
590966,0.0668866759361601,251
617606,0.0666475712983766,252
330389,0.0661866101553077,253
606788,0.0661500354213692,254
265118,0.0660071232098351,255
471743,0.0657694607406591,256
243358,0.0655547787036402,257
609116,0.0653965203683236,258
531674,0.065384037479069,259
528704,0.0649699661406351,260
55881,0.064460201447551,261
465096,0.064179700957055,262
588027,0.0640088394911568,263
616668,0.0639777975474302,264
234200,0.0636130772229645,265
557990,0.0633811104747962,266
273775,0.0633648250250293,267
55571,0.0632446399219558,268
591342,0.0632334080789432,269
83550,0.0629661770239207,270
473741,0.0629217550316037,271
353423,0.0628314785615744,272
511417,0.0627857235032787,273
458640,0.0626140191049577,274
176534,0.0625999996932277,275
492221,0.0621867846817399,276
288078,0.062082908770182,277
534903,0.0616857228344334,278
194292,0.0615865040706831,279
598206,0.061564769917877,280
555602,0.0614540599759075,281
334973,0.0613577369978888,282
45889,0.0612441204965745,283
522855,0.0611810916544063,284
250402,0.0610316364050017,285
209085,0.0609596603878151,286
400505,0.0607632777928158,287
488233,0.0607087194149631,288
358631,0.0604137718133059,289
339390,0.0603230534465213,290
443321,0.0603008473712488,291
433964,0.0601711863634679,292
460177,0.0601009995045773,293
568764,0.059664346705671,294
346511,0.0596198082719967,295
144520,0.0591595241823836,296
390194,0.0591053030655767,297
566142,0.0589065098532699,298
528850,0.0588506383703282,299
573972,0.0588043116832374,300
431666,0.0586516085570988,301
286926,0.0586414290177625,302
259294,0.0585674006008697,303
573963,0.058519913876262,304
375521,0.0583717591790335,305
286490,0.0583626646568624,306
610502,0.0583147225882088,307
129995,0.0581840825143388,308
478346,0.0581768902652123,309
465329,0.0581434067529865,310
446333,0.0581272682932139,311
600021,0.0580547215123943,312
584165,0.0579423196352734,313
597601,0.0574526684941385,314
349932,0.0569900695687896,315
457910,0.0567594262164748,316
163558,0.0566925293789937,317
556688,0.0565183302798542,318
315191,0.0564380443059192,319
485543,0.0562675987363037,320
368231,0.0558603298872439,321
313568,0.0558427600752813,322
89700,0.0558398063999625,323
191896,0.0558388903658528,324
544735,0.0558274781362646,325
255040,0.0557834968483524,326
600594,0.0557820126131513,327
450241,0.0555350395852181,328
433460,0.0554992872154104,329
65446,0.0554529436348274,330
264725,0.0554493619282667,331
165984,0.0551368269740076,332
451282,0.0551041576926594,333
612829,0.0550266591971587,334
559017,0.0547381194465318,335
485195,0.0545481108037464,336
475312,0.0544579266941647,337
547657,0.0543103467746579,338
576594,0.0541964698412725,339
609935,0.0540949844552816,340
483499,0.0540414348093292,341
514795,0.0540057302186419,342
507929,0.0540034258396165,343
530421,0.0539978520404728,344
478424,0.053808008410426,345
391787,0.0536860586578786,346
439928,0.0534077389683346,347
213328,0.0533621812551963,348
545492,0.05331841019511,349
475306,0.053225745637153,350
160809,0.0531501038464092,351
354665,0.0531456100000119,352
278029,0.0531266659139921,353
269407,0.0530746416672261,354
301437,0.0529651431330034,355
612830,0.0529645000752825,356
191876,0.0529077622326765,357
263753,0.0526000699040479,358
587700,0.0525748327294598,359
504155,0.0525308721144882,360
174875,0.0524368266717963,361
605151,0.0523960523080743,362
318130,0.0523877377626926,363
161480,0.0523476606150677,364
260005,0.0522267702964858,365
141541,0.0521358322231316,366
236579,0.0520345687533847,367
363429,0.0520217470236418,368
547640,0.0519593664283535,369
521420,0.0518217621740411,370
255887,0.0517832329828336,371
398215,0.0517254391960224,372
336587,0.0516140395779661,373
366987,0.0514086169379627,374
413302,0.0514049463782512,375
467209,0.0512340472824508,376
553388,0.0510984882280225,377
285939,0.0509984946938534,378
488249,0.0509233254282034,379
607687,0.0507343600667535,380
535740,0.0506177249488078,381
141659,0.0502941399445264,382
264540,0.0502120981858181,383
472922,0.0499600704919422,384
569074,0.049800991020341,385
548387,0.0497668719763096,386
491816,0.0497486119591571,387
157109,0.0495791323592275,388
61028,0.0494884074482203,389
476572,0.0494212799368553,390
566482,0.0493987228845388,391
413006,0.0493388694104158,392
449237,0.049127102615957,393
607992,0.0489642310630187,394
249781,0.0488963177440407,395
160327,0.0487675792454155,396
571635,0.0487060712172112,397
62704,0.0487002468553038,398
578989,0.048558469552447,399
324019,0.0484320633617792,400
358495,0.0484066887821762,401
583861,0.0483548511213396,402
166283,0.0483303582954387,403
126662,0.0482777408793544,404
561552,0.0482325263803724,405
370079,0.0482295945506364,406
594711,0.0482292953162266,407
437935,0.0481947232532097,408
459132,0.0480964122656461,409
295874,0.0480233326817825,410
561602,0.0478659041300579,411
287818,0.0477176898069051,412
220978,0.0476711449406006,413
552426,0.0476310925252205,414
499738,0.0475679069307876,415
480702,0.0474825986867383,416
612625,0.0474196117335303,417
616288,0.0473953911194758,418
216861,0.0473028548195406,419
225674,0.047294503141736,420
458766,0.0470851348300287,421
489682,0.0470849782811606,422
287394,0.0469355601981852,423
160925,0.0469142361226833,424
345681,0.0468842713647787,425
140362,0.0468501053134099,426
280093,0.0468038419823109,427
614184,0.0467581657824135,428
350570,0.046748006490734,429
228454,0.0467381176144064,430
146068,0.0467133228570513,431
388878,0.0466653143310288,432
589558,0.0466008242905023,433
578327,0.0465590645643599,434
593956,0.0465293924697836,435
609479,0.0465277894078523,436
442851,0.0464772129365484,437
188342,0.0464551962558584,438
276175,0.0464021736277214,439
602644,0.0461947981649669,440
437317,0.0459650375792287,441
459963,0.0459583473829648,442
538709,0.0459186589852117,443
474791,0.0459045926565692,444
341493,0.0457575111408553,445
314470,0.0456523928989921,446
452243,0.0455776464343746,447
181449,0.0455310619282707,448
257564,0.0455166893958149,449
264477,0.0454242412513754,450
244824,0.0454195136234012,451
596488,0.045345887342519,452
467434,0.0452994500295209,453
616049,0.0452781367067995,454
426050,0.0451784557519291,455
178949,0.0451685864339315,456
598279,0.0450296161811822,457
450416,0.0449507230753764,458
362439,0.0449109979713514,459
344197,0.0448137266970212,460
427345,0.0444612819433191,461
188866,0.0443952605688021,462
606467,0.0442441210596565,463
326924,0.0442096284218438,464
211706,0.0440848214547816,465
101589,0.0440639095244179,466
363556,0.0440275552485755,467
603237,0.0439040534320413,468
608112,0.0438937913505866,469
465403,0.0437647643510371,470
584691,0.0437316267964117,471
225185,0.0436941130479376,472
332550,0.0436875032692362,473
533570,0.0436577389560268,474
576111,0.0436472498251537,475
210159,0.0436069330381757,476
133385,0.0436025650804953,477
348335,0.043539811131388,478
443177,0.0434946138184678,479
577100,0.0434190211072926,480
145937,0.0433776213226536,481
598254,0.0433453401083987,482
298220,0.0432977452251424,483
434642,0.0432971623210851,484
555437,0.0432867957529276,485
189938,0.0431386250017358,486
309081,0.0431053030303162,487
463104,0.0429725701834665,488
188087,0.0429709019514642,489
178161,0.0429528722724602,490
376779,0.0428958328776449,491
258440,0.0428456517748674,492
394628,0.0427904606309326,493
244229,0.0425747562842494,494
514419,0.042545118444859,495
222345,0.0425277436013999,496
116339,0.0425046331562518,497
515720,0.0424552485894286,498
300858,0.042443757034144,499
148089,0.0423964286087283,500
588144,0.0423884749340677,501
585198,0.0423659981209798,502
572981,0.0422745870039122,503
332860,0.0421969349176455,504
278762,0.0421857054266911,505
239554,0.0421198491289703,506
566199,0.0420045242543789,507
580256,0.041971969879779,508
381561,0.0419034297804955,509
582642,0.0418306935952366,510
288693,0.0417256870706034,511
440246,0.0417253702996348,512
362436,0.0416989167366339,513
552515,0.0413909048905683,514
501572,0.0413496438811188,515
578815,0.04133350974535,516
93288,0.0412843548973688,517
138849,0.0412822936521809,518
536062,0.0412104963969355,519
495834,0.0412018490279327,520
555689,0.0410652239179545,521
458823,0.041023284317372,522
424542,0.0409820354927858,523
252559,0.0409424481558218,524
540147,0.0409147386962787,525
552639,0.0409130561393926,526
197660,0.0407224235373948,527
365667,0.0407210740850458,528
324589,0.0405738853851319,529
467660,0.0405734330422262,530
574381,0.0404782048166353,531
166668,0.04044982562014,532
291106,0.0403095609178438,533
599784,0.0402412375648051,534
480083,0.0401532675366147,535
384083,0.0398711461424459,536
468882,0.0398698643607771,537
605367,0.0398251039622109,538
575962,0.0397872771821246,539
374642,0.0397326736930348,540
363807,0.0396970211080259,541
517262,0.0395641910497053,542
262050,0.0395549539880783,543
430762,0.0395309501788596,544
360437,0.0395050239941219,545
373742,0.039467566219217,546
434693,0.0394649793334828,547
611584,0.0393906644057452,548
572052,0.0392855161970735,549
192403,0.0392819923279806,550
259259,0.0391649228623887,551
495016,0.0391268962258491,552
371388,0.0391106227825708,553
274379,0.039068359076925,554
557814,0.0390538046749463,555
392351,0.0390404528105538,556
518124,0.0390108060975588,557
611812,0.0389960502370964,558
335479,0.0389603363975973,559
558832,0.0389463883810271,560
215794,0.0389080615876722,561
608291,0.0387224299202906,562
362553,0.0387153937151439,563
530709,0.0386833079722954,564
45836,0.0386540257869777,565
62720,0.0386195472753414,566
414434,0.0385291912074655,567
523656,0.0384689984332772,568
126343,0.0384364357471512,569
37932,0.0384354754679496,570
493146,0.0384200650510021,571
181880,0.0384177337413898,572
467321,0.0383208190509353,573
521433,0.0383132704746988,574
581579,0.0383048168331877,575
586937,0.0382440446138071,576
370273,0.0381549554980852,577
333110,0.0381361934571494,578
93354,0.0381046431383115,579
213812,0.0381026626475039,580
590697,0.038025919343172,581
608018,0.0380180130385841,582
136227,0.037976110882068,583
336650,0.0378617207540411,584
261223,0.0377858203085746,585
98219,0.0377561824691843,586
618141,0.0377296857282196,587
617684,0.0376202611361436,588
223452,0.0376194206800792,589
534951,0.0375190119492512,590
465908,0.0375184007455771,591
511601,0.0374336623972291,592
345775,0.0372934229952989,593
387055,0.0372924517366086,594
170307,0.0372886621259555,595
191888,0.0372409331219646,596
225073,0.0372194935726709,597
354410,0.0372095664086098,598
556798,0.0371940815754347,599
307519,0.0371238552841017,600
470054,0.0371222542898252,601
237697,0.0370416331804171,602
582005,0.0370377386445959,603
219616,0.0370354441021915,604
239704,0.0369573267619385,605
601060,0.0368735474045216,606
275024,0.0368363501089014,607
508486,0.0367625642809474,608
586549,0.0367439255776041,609
198526,0.0367151084547807,610
587971,0.0366281837324001,611
452639,0.0365809181375988,612
246161,0.0365807651754802,613
561080,0.0365693134710449,614
225646,0.0365493825333555,615
173656,0.0365271363985206,616
586569,0.0365125569442663,617
587655,0.0364344002291955,618
574505,0.0364328343092678,619
88880,0.0364041895010626,620
551379,0.036388252482704,621
557124,0.0363078045906846,622
283581,0.0362174397350176,623
335455,0.0361981305081375,624
309010,0.0361659583041074,625
550128,0.036122249968505,626
357152,0.0360563381460507,627
528799,0.0360217341875491,628
597616,0.0359982086370471,629
202730,0.0359262307317053,630
211049,0.0359092062053578,631
499145,0.0359061990489709,632
137608,0.0358199498039739,633
441426,0.0357701122903107,634
428632,0.0355733321689623,635
582886,0.0355050284959076,636
455538,0.0354948033488153,637
581625,0.0354534340654647,638
344367,0.0354238015587523,639
416719,0.0353423043367375,640
392039,0.0353128731651967,641
336664,0.035214272385877,642
596278,0.0351727578927169,643
321015,0.0351365343476205,644
587747,0.0351339988782636,645
340039,0.0351129362537369,646
240616,0.0350635494316058,647
223464,0.0350380224436346,648
442286,0.0348052369955286,649
422866,0.0347913964678788,650
208539,0.0347572709545983,651
612584,0.0347508508677195,652
605192,0.0347125924537608,653
610811,0.0346491388534743,654
311312,0.034628654614529,655
227811,0.0346154365216545,656
394269,0.0345578653039838,657
298370,0.0344806514504781,658
352561,0.0344741189276564,659
439707,0.0344605086159571,660
360553,0.0344274377268374,661
192294,0.0344122395581399,662
469993,0.0343998143169989,663
407978,0.0343954267773151,664
443522,0.0343694228393781,665
365204,0.0343537810589913,666
95418,0.0343411456987668,667
469755,0.0342892165144834,668
487958,0.0342190256109105,669
607745,0.0341561280054182,670
135997,0.03415482193114,671
438795,0.0341423468546692,672
516952,0.0341182399299933,673
133396,0.0340689972709871,674
607718,0.0340001191820915,675
262565,0.0339177425008937,676
554977,0.0338859753185679,677
605169,0.0338838957336061,678
530501,0.0338735844561492,679
274257,0.0338712233320381,680
537684,0.0338000125746627,681
608485,0.0337912519108079,682
557008,0.0337795107942879,683
457322,0.0337238224947458,684
392905,0.0336991199937431,685
575714,0.0336747267213745,686
224266,0.0336113559508312,687
529216,0.0336072863196318,688
85452,0.0335061276752834,689
461732,0.0334469296723452,690
195599,0.0334312503786816,691
488361,0.0333861279568932,692
215319,0.0333738293203695,693
484665,0.0333175918452878,694
293989,0.0332761709933251,695
96292,0.0332221058379211,696
537727,0.0331632909853804,697
584276,0.0331388213721604,698
617465,0.0331308234171751,699
598108,0.0330908931030837,700
257544,0.0330469164487533,701
23410,0.0330387814604017,702
569830,0.0330238723385866,703
282613,0.0330000964907931,704
555509,0.0329667789447063,705
362831,0.0329494020689081,706
458208,0.0329075212826162,707
608678,0.0329065101939359,708
164478,0.0329055674370602,709
238429,0.0329026670243809,710
358773,0.0328846942878846,711
231472,0.0328782431637039,712
253335,0.0328646477548143,713
556332,0.0328070287150524,714
602595,0.0328018994525934,715
497515,0.0327618308061719,716
504193,0.0326798309341525,717
347452,0.0326788102227655,718
616043,0.0326660534150251,719
612626,0.0326321806273415,720
561187,0.0326244869385469,721
498888,0.0326213818889875,722
171650,0.0326113854837086,723
559024,0.0325791832509983,724
377789,0.0325232994648242,725
263828,0.032500629170167,726
621868,0.0324601909428929,727
331204,0.0324456347010236,728
430383,0.032438677216595,729
307524,0.0323450532334504,730
517825,0.0323099336489639,731
292958,0.032275158792647,732
136552,0.0322664354019328,733
359897,0.0322254606517946,734
452791,0.0322181694228628,735
432053,0.0321992218759677,736
368700,0.032183915030486,737
339425,0.0321092435060066,738
430150,0.0321052962158272,739
581160,0.0320947216095013,740
436410,0.0320588556973585,741
181855,0.0319750178616272,742
176308,0.0319737245320239,743
222591,0.0319727735497428,744
217209,0.031959542937296,745
553028,0.0319374636609461,746
418500,0.0319241870004714,747
449158,0.0319217117816203,748
438299,0.0318535501499244,749
454911,0.0318535018677299,750
442790,0.0318415710093386,751
587126,0.031728302668585,752
339885,0.0317244591316714,753
476427,0.0317230616471413,754
303977,0.0316532124689024,755
89459,0.0315859331417066,756
559146,0.0315731874825828,757
478662,0.0315528400136122,758
372454,0.0315484999749926,759
493661,0.0315168784077068,760
273486,0.031507472220182,761
348355,0.0314767495234973,762
196450,0.0314672876099914,763
576440,0.0314215693557725,764
184077,0.0314066139460275,765
535264,0.0314043212199097,766
291123,0.0314012908340844,767
217917,0.0313994204849967,768
171639,0.0313507930005018,769
569331,0.0313285134729147,770
584237,0.0312660980335018,771
542726,0.0312506767230007,772
437849,0.0312010237193467,773
494513,0.0311830983490943,774
403612,0.0311673636017533,775
256821,0.0311438332742659,776
601876,0.0311168597825484,777
468959,0.0311059577032664,778
287967,0.0310942131801609,779
169347,0.0310852042208665,780
204734,0.0310399495003279,781
268141,0.0310364592511337,782
535672,0.0309882834114704,783
327402,0.0309860715967463,784
527292,0.0309686974595899,785
284263,0.0309469079958013,786
433169,0.0309063389162654,787
567284,0.0308441067655126,788
463645,0.0308422300553427,789
595214,0.0308355457480001,790
599536,0.0307540959487193,791
452727,0.0307304118077933,792
285945,0.0307246219135033,793
611678,0.0307232992942318,794
598287,0.0306696933271399,795
433602,0.0306429119090132,796
474601,0.0305797124921605,797
247189,0.0305267486739027,798
193110,0.0304380610538977,799
450216,0.0304091641604921,800
482723,0.0303965896335435,801
293866,0.0303722822318073,802
208141,0.0303586793031688,803
597539,0.030353474855907,804
331898,0.0303216537102497,805
503522,0.0302509192680329,806
93956,0.0302261505022567,807
262556,0.0301656421587922,808
364192,0.030106530803973,809
93135,0.0300709719093227,810
475139,0.0300705390705265,811
471027,0.0300527691418231,812
473427,0.0300527691418231,813
435123,0.0300527691418231,814
596988,0.0300399260780873,815
378101,0.0300316698228285,816
470140,0.0300268972675619,817
477178,0.0300117134462742,818
546168,0.0299876543903416,819
591155,0.0299650820170061,820
393582,0.0299043184345237,821
311701,0.0298915324494554,822
425555,0.0298833802428526,823
192578,0.0298601231857858,824
46919,0.0298601231857858,825
447947,0.0298460713631101,826
610252,0.0298409205342193,827
333409,0.0298290512573926,828
472200,0.0298207038812501,829
603594,0.0297856408830155,830
566489,0.029782817965221,831
520875,0.0297412412946995,832
267472,0.0297313350327347,833
528857,0.0297269708338188,834
436496,0.0297214180974389,835
53029,0.0296905592336976,836
284380,0.0296423619051095,837
565226,0.0296052377670287,838
434824,0.0295686196180914,839
236583,0.0295326250605223,840
95834,0.0295067378217103,841
492550,0.0295033093715601,842
438768,0.029465629836842,843
612823,0.0294585053452334,844
557801,0.0294501661429381,845
506198,0.0294332431210135,846
494896,0.0294147679591986,847
584291,0.0293872375655754,848
529234,0.029344167060051,849
288512,0.0293373781636598,850
357148,0.0293213260833449,851
425094,0.0293118945735446,852
225717,0.0292976785374186,853
250376,0.0292748865803205,854
232230,0.0292606442196671,855
463569,0.0292594839938854,856
545355,0.0292269802967768,857
343814,0.0292043143688362,858
570314,0.0291991993673808,859
490553,0.0291811896505087,860
525302,0.0290966306238219,861
568230,0.0290884789251812,862
465024,0.0290819924066577,863
439779,0.029075300312712,864
592705,0.029067412155441,865
179403,0.0290619546943082,866
362838,0.0290552972212817,867
342984,0.0290284564975271,868
495717,0.029015783481325,869
322358,0.0289458595018234,870
488356,0.0289289341372889,871
461175,0.0289026665091677,872
439114,0.028849760608588,873
594155,0.0288198350231842,874
612845,0.0288169087554976,875
590457,0.028816242721993,876
192956,0.0288015843536649,877
333095,0.0287332072991622,878
611125,0.0287225646060375,879
348054,0.0287097516197343,880
181465,0.0287013799184165,881
486102,0.0286750141902012,882
171108,0.0286564712524645,883
488603,0.0286547328839489,884
406916,0.0286117773906639,885
470945,0.0285965258593226,886
427113,0.0285516318220517,887
255129,0.0285241932597158,888
599953,0.028498139486958,889
570676,0.0284978410680932,890
352779,0.0283899303633956,891
565427,0.0283800336192232,892
363372,0.0283574847286946,893
393655,0.0283372726939628,894
213926,0.0283229676681418,895
179326,0.0283210479989937,896
560827,0.0283072242034758,897
532130,0.0282813642031778,898
83342,0.0282362462070285,899
589130,0.028227078235377,900
232984,0.0282073814212822,901
465879,0.0281917229471192,902
339392,0.0281876060220071,903
309675,0.0281434518063514,904
443265,0.0281143838794094,905
453133,0.0280696829655775,906
568444,0.0280168465902448,907
486885,0.0279941557106307,908
427074,0.0279910642572114,909
393142,0.0279697847421695,910
616057,0.0279513294993894,911
351992,0.0279484706184117,912
374597,0.0279247722735954,913
327516,0.027862688799504,914
213148,0.0278469254954528,915
555651,0.0278439780290724,916
475005,0.0278404061085921,917
448402,0.0278268959871267,918
551624,0.0278033613858013,919
547443,0.0277646605821616,920
314173,0.0277472745465798,921
204858,0.0276896454144319,922
539121,0.0276619834310009,923
464982,0.0276588220614659,924
438574,0.0275894594836489,925
448747,0.0275745256345217,926
269051,0.0275702279585744,927
248417,0.0275700268062063,928
372269,0.0275483717133378,929
565722,0.0275350004001939,930
336498,0.0275190895280202,931
109104,0.0275111597594366,932
114666,0.0275079931209524,933
312759,0.0274794890373499,934
372196,0.0274221616907813,935
501494,0.02742186753554,936
588913,0.0273977576022541,937
469300,0.0273941261601251,938
230553,0.0273711374337835,939
361600,0.0273391540621575,940
213016,0.0273315511917134,941
511538,0.0273043535023572,942
615134,0.0272682831840161,943
384133,0.0272419982135985,944
465163,0.0272387961556698,945
120896,0.0271898474498915,946
185917,0.027153906184309,947
564174,0.0271332592628629,948
362442,0.0271146014603525,949
580776,0.0271104187959796,950
598602,0.0271038764098956,951
590941,0.0270907977648657,952
511619,0.0270353251146279,953
164725,0.0269938863963956,954
565430,0.0269848372811913,955
510518,0.0269692662939771,956
228924,0.0269511692496221,957
483835,0.026925240145269,958
457742,0.0269153710547263,959
263551,0.0269152012474256,960
505104,0.0268452139738016,961
610808,0.0267844965013046,962
320926,0.0267830478470325,963
495822,0.0267514659664824,964
575025,0.0267069382107282,965
340888,0.0266801401252258,966
604068,0.0266776119920491,967
480950,0.0266707623580567,968
498516,0.0266552581189522,969
354252,0.0266551366305114,970
437937,0.026632615400889,971
570309,0.0266129248873552,972
589207,0.0265956750933374,973
557040,0.0265590695481236,974
139643,0.0265530342738116,975
607579,0.0265519804839667,976
511545,0.026536535876551,977
247076,0.0264606630077117,978
319682,0.0263947624001261,979
480707,0.0263872865416226,980
604835,0.0263767988992145,981
510960,0.0263565353986536,982
110895,0.0263559596751068,983
510573,0.0263548336927086,984
486902,0.0263221536922489,985
187960,0.0263061374450971,986
121136,0.0262919850435292,987
342542,0.0262860590864032,988
385036,0.0262831988836886,989
502363,0.0262801191694254,990
122125,0.0262301060730677,991
600465,0.0261870069573407,992
569812,0.0261852714081872,993
335496,0.0261686170629503,994
459135,0.0261678059412604,995
600116,0.0261258739739582,996
555842,0.0261227916386616,997
553116,0.0261004198502186,998
468508,0.0260949690469012,999
567005,0.0260341744988844,1000
594887,0.026033571614058,1001
213473,0.0259879394694355,1002
480547,0.0259485126447411,1003
115630,0.0258952688868658,1004
458659,0.0258907388333028,1005
136440,0.02586726753523,1006
553195,0.0258358075175054,1007
597293,0.0257952935133982,1008
429987,0.0257765873118699,1009
284469,0.0257551736675078,1010
491402,0.0257514086047407,1011
